id,content,IF,SHF,CD,Ch,SF,EF,SM,Op
7642,华为和D厂家基站的户面承载链路故障告警是因为华为基站没收到大唐基站回复的RSP消息引起。,0,1,0,0,0,0,0,0
7643,异频重选不及时导致CSFB被叫失败,0,1,0,0,0,0,0,0
7644,掉话率恶化主要是由于TOP终端未响应基站侧消息达到RLC最大重传次数，,1,1,0,0,0,0,0,0
7645,核心网Online计费服务异常导致丢包，,0,1,0,0,0,0,0,0
7646,语音回落到次强LTE邻区可能导致语音呼叫失败。,0,1,0,0,0,0,0,0
7647,干扰较高时小区丢包数增加，,1,0,0,0,0,0,0,0
7648,限额功率选择开关设置问题造成下行吞吐率偏低,1,0,0,0,1,0,0,0
7649,TAC与LAC不一致且不在同一个MSC Pool导致被叫无法接通问题,0,1,0,0,1,0,0,0
7650,由于NSA DC默认承载模式配置错误导致CPE无法接入问题分析,0,1,0,0,1,0,0,0
7651,异频频点下发不完全导致切换失败问题,0,1,0,0,0,0,0,0
7652,E核心网反馈DNS数据漏配导致切换失败。,0,1,0,0,1,0,0,0
7653,5G 19A版本基站因小区半径超过10000米激活失败,1,1,0,0,0,0,0,0
7654,由于ACK回复慢及服务器丢包导致Speedtest不能到峰值问题,0,1,0,0,0,0,0,0
7655,NBTI产生的机制、引起器件性能退化、导致电路工作异常。,1,1,0,0,0,0,0,0
7656,AH某局点OMC 5.0版本升级后客户端无法正常安装的问题处理,0,1,0,0,0,0,1,0
7657,1、客户端和OMC服务器无法正常连接或是有丢包。,0,1,0,0,0,0,0,0
7658,由于RRU光模块接收功率恶化导致RRU时钟异常引起小区掉话率增高,1,1,0,0,0,0,0,0
7659,1、由于RRU侧光模块故障导致RRU收光低，,1,1,0,0,0,0,0,0
7660,TD-LTE机框问题导致单板时钟输入异常告警,0,1,0,0,0,0,0,0
7661,RNC侧和CN侧CNID不一致导致的L2U PS切换失败,0,1,0,0,1,0,0,0
7662,问题原因 RNC侧和CN侧CNID不一致导致的L2U PS切换失败,0,1,0,0,1,0,0,0
7663,切换准备失败的原因为目标站点不允许,0,1,0,0,0,0,0,0
7664,由于关键器件自检失败和RRU逻辑芯片异常，,0,1,0,0,0,0,0,0
7665,切换失败并掉话；,0,1,0,0,0,0,0,0
7666,数据配置错误导致小区服务能力下降告警,1,0,0,0,1,0,0,0
7667,SeGW协商参数配置错误导致eNodeB IPSec隧道建立不成功,0,1,0,0,1,0,0,0
7668,8月15日xx市LTE后台指标监控发现各项指标突发变差，,1,0,0,1,0,0,0,0
7669,修改SRBRLCPDCPCFG导致终端兼容性问题从而RRC成功率恶化,1,0,0,0,1,0,1,0
7670,某局点在8月8日执行参数调整后RRC建立成功率恶化了0.05%左右，,1,0,0,0,0,0,1,0
7671,导致接入过程中TOP终端RLC层异常（可能状态报告异常）接入失败。,0,1,0,0,0,0,0,0
7672,4.回退SRB参数后KPI恢复 一线回退SRB参数后，,0,0,0,0,0,0,0,1
7673,导致TDD侧由于FDD业务IP问题X2链路不通，,0,1,0,0,0,0,0,0
7674,UE在南门盘道由于GSM弱覆盖导致未接通 问题分析：,0,1,0,0,0,0,0,0
7675,典型问题2测试软件误判导致CSFB未接通 问题描述：,0,1,0,0,0,0,0,0
7676,最终由于GSM小区弱覆盖导致掉话。,0,1,0,0,0,0,0,0
7677,典型问题3GSM侧基站异常导致CSFB掉线 问题描述：,0,1,0,0,0,0,0,0
7678,GSM基站异常导致CSFB掉线 问题分析：,0,1,0,0,0,0,0,0
7679,锚点侧邻区PLMN GNB标识长度与5G侧不一致导致不能接入5G,0,1,0,0,1,0,0,0
7680,北向counter映射问题导致流量数据不一致,0,1,0,0,1,0,0,0
7681,友商基站拥塞导致的异厂商边界切换失败问题,0,1,0,0,0,0,0,0
7682,"本次根因辅站释放的原因是5G小区不可用导致,",0,1,0,0,0,0,0,0
7683,由于配置问题导致3CC无话务,0,1,0,0,1,0,0,0
7684,是空口问题导致ERAB建立失败，,0,1,0,0,0,0,0,0
7685,异厂家传输问题导致LTE基站S1链路故障问题定位分析,0,1,0,0,0,0,0,0
7686,校验异常导致切换准备失败。,0,1,0,0,0,0,0,0
7687,RRU的FPGA硬失效导致数字时钟异常，,0,1,0,0,0,0,0,0
7688,说明切换失败主要来源于X2切换失败：,0,1,0,0,0,0,0,0
7689,但是由于此时X2链路不可用导致没有处理切换消息,0,1,0,0,0,0,0,0
7690,UGW SPUd板负载过高导致终端下行吞吐量较低且波动剧烈,1,0,0,0,0,0,0,0
7691,在CPU高的时候就会产生Car丢包，,1,1,0,0,0,0,0,0
7692,eNodeB加密算法优先级顺序配错导致eRAB建立失败,0,1,0,0,1,0,0,0
7693,O国M运营商由于没有添加eGBTS到M2000从机的路由导致OMCH建链失败,0,1,0,0,0,0,0,0
7694,传输资源不可用导致的eRAB建立成功率低,1,1,0,0,0,0,0,0
7695,小区不可用直接原因是时钟异常：,0,1,0,0,0,0,0,0
7696,小区激活时会提示激活异常，,0,1,0,0,0,0,0,1
7697,案例 核心网未加载License导致X2自建立失败,0,1,0,0,0,0,0,0
7698,光模块规格不匹配导致26234CPRI接口异常告警,0,1,0,0,1,0,0,0
7699,(800)1仁义支局(铁塔)（HW站点）与FZBCQ0128玉久村-共享（ZX站点）附近切换失败导致掉话 RSRP测试截图 主叫占用半边街高速路口FRRU1荣隆支局(铁塔)（RSRP=-103dBm，,0,1,0,0,0,0,0,0
7700,SRS资源分配失败导致大量用户切换失败问题,0,1,0,0,1,0,0,0
7701,功率参数配置问题导致RRC建立成功率低分析报告,1,0,0,0,1,0,0,0
7702,所以要是帧偏置起始时间不一致的时候不管有没有业务都会呈现出持续的干扰。,0,1,0,0,1,0,0,0
7703,Problem Summary L800 MOCN电信共享给联通发现联通用户无法接入  Problem Details  S省D运营商以共享载波方式开通共享，,0,1,0,0,0,0,0,1
7704,同时伴随有S1接口故障和SCTP链路故障告警，,0,1,0,0,0,0,0,0
7705,因为全局参数配置错误一样会导致S1接口异常，,0,1,0,0,1,0,0,0
7706,从而导致5G辅站变更失败（源站）和5G辅站添加失败（目标站）。,0,1,0,0,0,0,0,0
7707,由于V3平台4R RRU规格限制导致小区无法激活的问题,0,1,0,0,1,0,0,0
7708,小区过覆盖导致扫码时延高,1,1,0,0,0,0,0,0
7709,SRI资源分配失败导致RRC建立成功率低,1,0,0,0,1,0,0,0
7710,光模块不匹配导致的ping时延不达标,1,0,0,0,1,0,0,0
7711,基带板异常导致RRC接通率低,1,1,0,0,0,0,0,0
7712,1、  硬件故障导致电调口无法配置；,0,1,0,0,1,0,0,0
7713,2、  脚本问题导致电调端口丢失；,0,1,0,0,0,0,0,0
7714,经对测试数据和网管参数核查发现切换失败原因是因为在之前测试该区域时 发现FL-QH-清河工行-B-1与FL-QH-师范学院-C-1存在MOD3干扰，,0,1,0,1,0,0,0,0
7715,LTE/5G共模时钟互锁失败导致LTE侧RRU断链,0,1,0,0,0,0,0,0
7716,由此怀疑可能是GPS搜星不足引起时钟互锁失败导致LTE侧RRU断链。,0,1,0,0,0,0,0,0
7717,BTS3900L风扇地址配错导致风扇一直无法监控,0,1,0,0,1,0,0,0
7718,干扰、弱覆盖、其他（包含很多原因）。,0,1,0,0,0,0,0,0
7719,除一个主要由弱覆盖导致掉话的站点外，,0,1,0,0,0,0,0,0
7720,分析是干扰导致的掉话，,0,1,0,0,0,0,0,0
7721,MME缺失TAC和DNS信息导致新建LTE站点切换成功率下降,1,1,0,0,0,0,0,0
7722,MME异常导致切换准备失败  1.,0,1,0,0,0,0,0,0
7723,主要是往309705切换失败 通过Ncell的话统分析，,0,1,0,1,0,0,0,0
7724,切换准备失败全是因为收到了核心网回的传输资源不可用 如图,0,1,0,0,0,0,0,0
7725,问题现象 一线反馈现网站点在进行CA参数优化以后全网切换成功率恶化约1%3%，,1,0,0,0,0,0,1,0
7726,说明切换失败主要都是由于CA用户切换失败贡献的。,0,1,0,0,0,0,0,0
7727,跨MME切换导致X2切换准备失败  5.,0,1,0,0,0,0,0,0
7728,目标侧基站异常 目标小区未激活 待补充,0,1,0,0,0,0,0,0
7729,无法处理切换请求 排查传输及核心网，,0,1,0,1,0,0,0,0
7730,导致X2切换失败 修改两个相同eNB id的站点后，,0,1,0,0,0,0,1,0
7731,基带板挂死导致的F频段第二载波无法建立,0,1,0,0,0,0,0,0
7732,初步分析认为由于UE信号质量差造成掉话，,1,1,0,0,0,0,0,0
7733,UPEU故障导致基带板和主控板欠压,0,1,0,0,0,0,0,0
7734,得到结论是UPEU故障导致的基带板与主控板欠压,0,1,0,0,0,0,0,0
7735,1.开启Uu/S1信令跟踪  通过跟踪Uu/S1的信令流程，,0,0,0,1,0,0,0,1
7736,2. E-RAB modify失败场景分析 1）从UU/S1跟踪文件分析，,0,0,0,1,0,0,0,0
7737,步骤一 查询信息 DSP LICINFO查询License销售信息，,0,0,0,1,0,0,0,0
7738,LTE站点开通16T16R功能后RRU提示带宽配置错误问题的处理总结,0,0,0,0,1,0,0,1
7739,因打开高速小区功能导致部分小区激活失败,0,1,0,0,0,0,0,1
7740,组网分析 该站配置了一块LBBPD3单板，,0,0,0,1,0,0,1,0
7741,上行数据压缩开关打开导致基站小区无法建立,0,1,0,0,0,0,0,1
7742,主控或背板的硬件故障导致CBUS通信异常 ，,0,1,0,0,0,0,0,0
7743,QCI1下行丢包是 因为空口丢包，,0,1,0,0,0,0,0,0
7744,在进行RSSI监控时发现小区天线通道出现不平衡的现象；,0,1,0,1,0,0,0,0
7745,用户面本端IP地址配置错误导致基站接通掉零,0,1,0,0,1,0,0,0
7746,干扰时域分析 该小区于31日全天突发强干扰，,0,1,0,1,0,0,0,0
7747,单板规格限制导致站点上报射频单元业务不可用告警,0,1,0,0,1,0,0,0
7748,异频切换参数配置不合理导致覆盖较差,1,0,0,0,1,0,0,0
7749,在某天分析TOP小区的过程中发现有一个站点的RRC接入成功率很低。,1,0,0,1,0,0,0,0
7750,MME升级后导致ERAB建立成功率下降,1,0,0,0,0,0,1,0
7751,造成基站断站的原因一般为电源故障。,0,1,0,0,0,0,0,0
7752,切换过程中语音包处理时延大的直接原因就是UE在目标侧接入时延过大。,1,0,0,0,0,0,0,0
7753,终端大量RRC重发导致RRC指标恶化。,1,1,0,0,0,0,0,0
7754,由于预调度参数配置过大导致上行PRB占用率高问题,1,0,0,0,1,0,0,0
7755,本案例是由于由于预调度参数配置过大导致上行PRB占用率高问题。,1,0,0,0,1,0,0,0
7756,功率设置过小导致5G CPE测试无信号,0,1,0,0,1,0,0,0
7757,未添加外部小区PLMN列表导致异厂家共建共享基站切换失败,0,1,0,0,0,0,0,0
7758,错误添加运营商共享信息导致CSFB成功率低,1,1,0,0,0,0,0,0
7759,DG市联通搬迁后因参数设置不合理导致CSFB成功率低问题,1,0,0,0,1,0,0,0
7760,该参数打开后会导致mate10等部分版本终端无法接入（目前已知有问题的终端，,0,1,0,0,0,0,0,1
7761,即同时开启或者同时关闭。,0,0,0,0,0,0,0,1
7762,发现掉话率抬升主要是由于割接后L.E-RAB.NormRel的次数减少导致。,1,0,0,0,0,0,0,0
7763,NormRel次数减少的原因是ERAB建立次数减少了。,1,0,0,0,0,0,0,0
7764,版本增补失败导致RRU反复重启,0,1,0,0,0,0,0,0
7765,所以当时怀疑是簇优化导致有部分区域出现弱覆盖现象。,0,1,0,1,0,0,0,0
7766,提高LTE小区的该最低接收电平会使得弱覆盖终端无法驻留该LTE小区，,0,1,0,0,0,0,1,0
7767,致使扇区一方面覆盖范围过小造成弱覆盖，,1,1,0,0,0,0,0,0
7768,一方面覆盖范围过大造成干扰。,1,1,0,0,0,0,0,0
7769,弱覆盖小区RS功率优化 选择满足如下条件的Top差小区进行RS功率优化：,0,0,0,0,0,0,1,0
7770,而是由于单板掉电、人工复位操作等工程原因引发的单板复位。,0,1,0,0,0,0,0,0
7771,8月3日凌晨对某高铁沿线小区修改高铁基线参数后RRC连接成功率恶化（从99%恶化到0%左右），,1,0,0,0,0,0,1,0
7772,关闭上行跳频后再配置高速小区,0,0,0,0,0,0,1,1
7773,6月27日又出现2个站点掉话率抬升(另外三个站点受该三个问题站点影响也导致掉话率抬升)。,1,0,0,0,0,0,0,0
7774,操作日志分析 通过对2个TOP站点分析操作日志，,0,0,0,1,0,0,0,0
7775,日常后台指标监控发现全网辅站添加成功率差，,1,0,0,1,0,0,0,0
7776,所以现场升级版本之后并按照新版本license消耗原则进行申请license，,0,0,0,0,0,0,1,1
7777,系统时钟不可用导致的小区不可用告警,0,1,0,0,0,0,0,0
7778,由于3911E安装问题导致VSWR过高,1,1,0,0,0,0,0,0
7779,4、两两小区切换分析 提取两两切换指标，,0,0,1,1,0,0,0,0
7780,PICO站点由于256QAM不测量CQI导致ERAB建立失败的案例,0,1,0,0,0,0,0,0
7781,由于基站时钟配置问题导致基站上报“时钟参考源异常”告警,0,1,0,0,1,0,0,0
7782,传输MTU值设置问题导致基站切换异常,0,1,0,0,1,0,0,0
7783,传输侧MTU值设置问题导致基站SCTP链路拥塞，,0,1,0,0,1,0,0,0
7784,由于打开基于X2利用率的自删除开关导致NSA站点CPE掉话问题,0,1,0,0,0,0,0,1
7785,排除空口信号原因导致UE收不到DCI。,0,1,0,1,0,0,0,0
7786,最大MIMO层数配置不合理导致RANK低,1,0,0,0,1,0,0,0
7787,最大MIMO层数配置不合理导致Rank低。,1,0,0,0,1,0,0,0
7788,由于SCTP链路拥塞导致的小区RRC建立失败,0,1,0,0,0,0,0,0
7789,终端异常导致PDCCH BLER高,1,1,0,0,0,0,0,0
7790,可能是终端问题导致PDCCH BLER异常，,0,1,0,0,0,0,0,0
7791,eNodeB MNC配置错误导致S1接口故障,0,1,0,0,1,0,0,0
7792,可以判定小区不可用是由于S1接口故障引起的，,0,1,0,0,0,0,0,0
7793,高铁站间距超远导致弱覆盖,1,1,0,0,0,0,0,0
7794,TAI信息配置错误导致S1切换成功率低,1,0,0,0,1,0,0,0
7795,准备失败的原因值均为目标测系统问题，,0,1,0,0,0,0,0,0
7796,由于部分站点GPS失锁导致TDD干扰。,0,1,0,0,0,0,0,0
7797,说明是真实业务需求导致PRB增加 Resolution Detail 业务需求导致PRB利用率高，,1,0,0,0,0,0,0,0
7798,主控板故障导致新开BBU数据无法下载现象,0,1,0,0,0,0,0,0
7799,案例 SRS资源分配失败导致CPE无法入网问题.docx,0,1,0,0,1,0,0,0
7800,因“切换过早”导致大量切换失败的主要因素有如下4种：,0,1,0,0,0,0,0,0
7801,是否存在PCI复用距离不足导致切换关系误判的情况，,1,1,0,0,0,0,0,0
7802,切换失败的主要原因仍为切换过早，,0,1,0,0,0,0,0,0
7803,基带板类型配置错误导致小区激活失败,0,1,0,0,1,0,0,0
7804,光纤收发错误导致BBU ESN不上报,0,1,0,0,0,0,0,0
7805,Speedtest服务器性能验证 在凌晨分别对兰州和西安5G Speedtest进行服务器压力测试，,0,0,0,1,0,0,0,0
7806,华为区域X2切换占比较低 Problem Details XX局点区域 X2 切换占比较低，,1,0,0,0,0,0,0,0
7807,LTE下行信号功率过大导致GSM终端天线阻塞,1,1,0,0,0,0,0,0
7808,目的地址不可达 检查一键式日志的中心层故障记录，,0,1,0,1,0,0,0,0
7809,日志记录多次原因为底层链路故障产生的gNodeB X2接口建立失败告警。,0,1,0,0,0,0,0,0
7810,修改gNodeB基站标识后小区无法激活,0,1,0,0,0,0,1,0
7811,这也是为什么吞吐量增加后导致CQI下降的主要原因。,1,0,0,0,0,0,0,0
7812,软件原因有可能为程序出现野指针出现内存踏空导致站点怠机,0,1,0,0,0,0,0,0
7813,图2 掉话率 图3 切换失败导致无线承载异常释放 由话统可知，,0,1,0,0,0,0,0,0
7814,2）  告警分析 恶化时间点发现时钟参考源异常告警，,0,1,0,1,0,0,0,0
7815,3、WMPT主控板故障或者配置数据丢失。,0,1,0,0,0,0,0,0
7816,切换失败应该是基于业务的切换导致，,0,1,0,0,0,0,0,0
7817,根据以上可能造成的切换失败原因对该基站进行排查，,0,1,0,1,0,0,0,0
7818,导致FTP下行调度次数不足的直接原因是基站上游来水不足。,1,0,0,0,0,0,0,0
7819,FTP下载时的下行调度次数不足的直接原因是基站上游来水不足，,1,0,0,0,0,0,0,0
7820,确认FTP下载时下行调度次数不足的直接原因是基站上游来水不足，,1,0,0,0,0,0,0,0
7821,造成基站侧上游来水不足的直接原因是FTP服务器线程数较少，,1,0,0,0,0,0,0,0
7822,造成基站侧上游来水不足的直接原因是FTP服务器线程数较少。,1,0,0,0,0,0,0,0
7823,E厂家核心网处理问题导致C国S市S1切换成功率低问题,1,1,0,0,0,0,0,0
7824,且主叫呼叫接入时延较长（ 30 秒以上） 问题区域均无法使用 VO 正常呼叫成功：,1,1,0,0,0,0,0,0
7825,传输MTU值设置不合理导致的SCTP（X2）传输链路拥塞,0,1,0,0,1,0,0,0
7826,FACH拥塞导致漫游用户概率性被叫失败,0,1,0,0,0,0,0,0
7827,后来他们反馈问题是FACH拥塞导致了消息丢失。,0,1,0,0,0,0,0,0
7828,2、参数核查 用OMSTAR 工具对 这个站点参数与其余正常站点参数进行比对，,0,0,0,1,0,0,0,0
7829,（2）上行干扰分析 测试过程中基站上行干扰非常高，,1,0,0,1,0,0,0,0
7830,局点已开通LTE D频Lampsite对新开D频NR小区干扰严重。,0,1,0,0,0,0,0,1
7831,由于配置数据同步失败导致MML命令无法执行问题,0,1,0,0,0,0,0,0
7832,网管传输不通导致网管X2无法自建立引起辅站变更成功率低,1,1,0,0,0,0,0,0
7833,基站设备温度过高导致小区闪断,1,1,0,0,0,0,0,0
7834,4、现场更换基带板时反馈BBU温度较高，,1,0,0,0,0,0,1,0
7835,避免因设备高温导致业务受损。,0,1,0,0,0,0,0,0
7836,主要还是基站上游来水不足导致吞吐率偏低，,1,0,0,0,0,0,0,0
7837,核心网异常导致多个站点出现小区不可用告警,0,1,0,0,0,0,0,0
7838,在对应时间点由于S1链路异常导致小区不可用，,0,1,0,0,0,0,0,0
7839,小区不可用告警是由于S1链路异常导致，,0,1,0,0,0,0,0,0
7840,传输层问题导致E-RAB建立失败，,0,1,0,0,0,0,0,0
7841,发现均为“传输层问题导致E-RAB建立失败”，,0,1,0,0,0,0,0,0
7842,修改切换事件为A4事件或者调整A4和A3切换事件的A2门限后（优先让A3事件触发），,0,0,0,0,0,0,1,0
7843,MOD3干扰导致行驶车辆的信号差问题分析,1,1,0,0,0,0,0,0
7844,开启干扰随机化特性优化NR重叠干扰,0,0,0,0,0,0,1,0
7845,LBBP板没有插好使得槽位号解析错误，,0,1,0,0,0,0,0,0
7846,3/4G信号覆盖重叠区域3G信号弱覆盖导致CSFB成功率较低,1,1,0,0,0,0,0,0
7847,可适当调整BE业务GBR或者调整IUB传输激活因子。,0,0,0,0,0,0,1,0
7848,由于RRU安装人员操作不规范导致RRU维护腔盖异常,0,1,0,0,0,0,0,0
7849,天线隔离度不够导致高丢包问题,1,1,0,0,0,0,0,0
7850,时间源切换导致基站性能文件生成时间提前,1,1,0,0,0,0,0,0
7851,LTE系统内邻区错配导致切换成功率低分析,1,0,0,0,1,0,0,0
7852,license版本和主控板版本不一致导致 Resolution Details更换主控板后主控板没升版本，,0,0,0,0,1,0,1,0
7853,伪基站问题导致切换成功率下降,1,1,0,0,0,0,0,0
7854,UMTS码资源分配不当引起CS呼叫失败分析,0,1,0,0,1,0,0,0
7855,"没有配置CSFB导致CS不能回落到UMTS,",0,1,0,0,1,0,0,0
7856,如不满足应在更换单板后再进行CA业务数据制作,0,0,0,0,0,0,1,1
7857,由于基站CCE受限导致KPI恶化问题,1,0,0,0,1,0,0,0
7858,PS域省干8080E设备负荷高导致王者荣耀卡顿案例,1,1,0,0,0,0,0,0
7859,该问题由于PUCCH的初始P0功率设置过高并且功控收敛周期长导致，,1,0,0,0,1,0,0,0
7860,发现掉线主要因“Context释放，,0,1,0,0,0,0,0,0
7861,上下行不平衡等都可能导致信令的丢失，,0,1,0,0,0,0,0,0
7862,并且ENB请求释放次数很少 提取掉线数据：,1,0,1,0,0,0,0,0
7863,一次请求失败便会导致指标不达标。,1,1,0,0,0,0,0,0
7864,华为LTE微小站未设置帧偏导致VOLTE用户呼叫失败,0,1,0,0,1,0,0,0
7865,直接原因仍然是MO无法收到PRACK200消息导致MO发生未接通。,0,1,0,0,0,0,0,0
7866,部分RRU未设置帧偏置将导致出现强干扰，,0,1,0,0,1,0,0,0
7867,VoLTE业务UE不上报CGI导致RRC重建案例,0,1,0,0,0,0,0,0
7868,分布/合路器故障导致室内E频段弱覆盖,0,1,0,0,0,0,0,0
7869,2.前往现场近端登陆DCU设备检查配置数据无问题，,0,0,0,1,0,0,0,1
7870,终端侧发生重配失败导致的重建，,0,1,0,0,1,0,0,0
7871,光链路时延过大导致了CPRI链路误码，,1,1,0,0,0,0,0,0
7872,小区接收通道RTWP过低告警导致用户无法占用案例,1,1,0,0,0,0,0,0
7873,小区异频频点过多会导致某些测量频点无法正确下发，,1,1,0,0,0,0,0,0
7874,如果是器件自身运行异常可以通过复位基带板恢复，,0,1,0,0,0,0,0,1
7875,接入失败的用户都是interaction-with-other-procedure原因导致的上下文建立失败。,0,1,0,0,0,0,0,0
7876,核心网端口聚合失败告警导致跨MME的S1切换失败问题处理,0,1,0,0,0,0,0,0
7877,GSM互调干扰导致LTE站点接通率低,1,1,0,0,0,0,0,0
7878,2、查看话统发现该小区接通率差的原因为RRC接入成功率差，,1,0,0,1,0,0,0,0
7879,网元名称不一致会导致OML连接中断，,0,1,0,0,1,0,0,0
7880,案例 LTE TDD 打开IdleCsfbRedirectOptSwitch(空闲态CSFB重定向优化开关)后CSFB的执行成功率下降,1,0,0,0,0,0,0,1
7881,并且在IDLE CSFB流程优化开关打开及UTRAN CSFB的开关关闭的情况下，,0,0,0,0,0,0,0,1
7882,打开了基于事件的ANR开关导致S1切换成功率低问题,1,0,0,0,0,0,0,1
7883,S1切换失败问题 Problem Details T客户反映现网有十几个小区存在S1切换成功率低，,1,1,0,0,0,0,0,0
7884,图1 **火车北站进站口东侧SDR-LIndoorREMOTEBBU拓扑结构分析 图2 **火车北站进站口东侧SDR-LOutdoorBBU拓扑结构分析 图3 **火车北站进站口西侧SDR-LOutdoorBBU拓扑结构分析,0,0,0,1,0,0,0,0
7885,该故障于1月4日修复后仍然有光功率过低告警，,1,0,0,0,0,0,1,0
7886,Sip消息前后格式不一致导致Iphone 6终端与电信用户VoLTE会议通话无法单独挂断用户通话,0,1,0,0,1,0,0,0
7887,前后格式不一致导致会议挂不断. 苹果6之前invite消息里面是tel 格式：,0,1,0,0,1,0,0,0
7888,前后格式不一致导致会议挂不断.,0,1,0,0,1,0,0,0
7889,（3）4G侧邻区漏配导致5G接入失败问题：,0,1,0,0,1,0,0,0
7890,空口质量差导致CSFB呼叫失败，,1,1,0,0,0,0,0,0
7891,由于高负荷引起响应时延大影响用户感知,1,1,0,0,0,0,0,0
7892,频点配置错误导致45G共模小区未建立,0,1,0,0,1,0,0,0
7893,一线打开基于业务请求的异频切换开关导致QCI1 ERAB建立失败。,0,1,0,0,0,0,0,1
7894,2、切换失败的原因是传输资源不可用,0,1,0,0,0,0,0,0
7895,跨运营商异厂家站点共享数据配置问题导致无法切换问题分析,0,1,0,0,1,0,0,0
7896,其中RRC拒绝的主要原因是资源分配失败。,0,1,0,0,1,0,0,0
7897,图7 基带板异常复位 复位原因是基带板未收到主控板的开工消息，,0,1,0,0,0,0,0,0
7898,微波链路闪断导致站点时钟参考源异常告警分析,0,1,0,0,0,0,0,0
7899,邻区PCI冲突导致5G接入失败。,0,1,0,0,0,0,0,0
7900,ZJ电信沪宁高铁因切换参数设置不合理导致切换失败案例分析,0,1,0,0,1,0,0,0
7901,1.  无线侧分析 1） 无法上网时，,0,1,0,1,0,0,0,0
7902,射频单元维护链路异常是CPRI接口异常导致。,0,1,0,0,0,0,0,0
7903,使用LMT分析切换信令发现目标小区到源小区信令到达时间过长。,1,0,0,1,0,0,0,0
7904,资源不匹配导致E-RAB建立成功率恶化问题处理,1,0,0,0,1,0,0,0
7905,确定ERAB建立失败主要是由于eNB未收到安全模式完成消息，,0,1,0,0,0,0,0,0
7906,2. 使用ping命令检测基站和U2000是否正常，,0,0,0,1,0,0,0,1
7907,RET下倾角配置错误导致RET校准失败,0,1,0,0,1,0,0,0
7908,LST RETSUBUNIT命令查询电调配置下倾角为0 DSP RETSUBUNIT命令查询电调设备运行的下倾角为2°，,0,0,0,1,0,0,0,0
7909,由于测量事件上报顺序不一致导致测量控制下发顺序不一样问题澄清,0,0,0,0,1,0,0,0
7910,空载网络邻区干扰导致服务小区下行吞吐率低,1,1,0,0,0,0,0,0
7911,3、传输及服务器问题导致基站来水不足，,1,1,0,0,0,0,0,0
7912,GSM配置问题导致小区性能差,1,0,0,0,1,0,0,0
7913,由于B小区是睡眠小区无法接入从而导致切换失败。,0,1,0,0,0,0,0,0
7914,失败原因都是空口无响应导致MME主动发起释放。,0,1,0,0,0,0,0,0
7915,接入成功率恶化现象是由于该基带板的CPU芯片发生器件失效，,1,1,0,0,0,0,0,0
7916,同频伪基站干扰导致切换成功率低问题,1,1,0,0,0,0,0,0
7917,一线反馈现场一个站点激活小区是提示小区建立失败，,0,1,0,0,0,0,0,1
7918,就会导致内部Buffer溢出进而导致丢包；,0,1,0,0,0,0,0,0
7919,3、怀疑是软件版本太低导致无法增补，,0,1,0,1,0,0,0,0
7920,站点软件版本过低导致RRU一直处于增补状态，,1,1,0,0,0,0,0,0
7921,由于数据配置错误导致基站上报小区服务能力下降告警,1,0,0,0,1,0,0,0
7922,FDD 双通道基带扩展单元分配值与配置值不一致导致License校验失败,0,1,0,0,1,0,0,0
7923,刷新成功后导入U2000显示License校验失败，,0,1,0,0,0,0,0,1
7924,业务无法正常切换而导致大量重建。,0,1,0,0,0,0,0,0
7925,大量重建失败导致掉话率高。,1,1,0,0,0,0,0,0
7926,产生硬件故障告警的原因为UMPTe单板温度传感器故障。,0,1,0,0,0,0,0,0
7927,主控板内的温度传感器故障导致单板失效,0,1,0,0,0,0,0,0
7928,异频TDD站点故障导致终端脱网问题分析,0,1,0,0,0,0,0,0
7929,友商C网BSC未升级导致CL互操作时延较大,1,0,0,0,1,0,0,0
7930,T300配置不合理导致RRC建立成功率低,1,0,0,0,1,0,0,0
7931,小区未建立导致4G和5G之间X2接口异常,0,1,0,0,0,0,0,0
7932,NSN核心网问题导致的X2和S1切换失败,0,1,0,0,0,0,0,0
7933,QCI参数设置不合理导致L2NR切换失败,0,1,0,0,1,0,0,0
7934,RRU参数配置错误导致小区服务能力下降,1,0,0,0,1,0,0,0
7935,容易引发Preamble虚警影响随机接入成功率 分析配置文件，,0,1,0,1,0,0,0,0
7936,1.4 下行干扰排查 1）基于Probe日志Key event分析，,0,0,0,1,0,0,0,0
7937,时钟等级和IPCLK服务器不一致导致时钟无法同步,0,1,0,0,1,0,0,0
7938,就会出现功率受限导致的ERAB建立成功率恶化。,1,0,0,0,1,0,0,0
7939,S1口故障是因为底层链路故障,0,1,0,0,0,0,0,0
7940,对于服务小区弱覆盖导致的SINR较差的情况就不做分析，,1,1,0,0,0,0,0,0
7941,2. RRC建立成功率恶化主要No Reply次数增加，,1,0,0,0,0,0,0,0
7942,说明均是空口质量变差导致无线指标恶化；,1,0,0,0,0,0,0,0
7943,协议不一致导致BBU和RRU断链。,0,1,0,0,1,0,0,0
7944,iphone5S关闭3G开关导致CSFB失效问题分析,0,1,0,0,0,0,0,1
7945,但是由于SINR太差导致重建失败，,1,1,0,0,0,0,0,0
7946,a．NR小区不可用是由于NR分布单元小区TRP不可用导致的；,0,1,0,0,0,0,0,0
7947,b．分布单元小区TRP不可用是由于射频单元维护链路异常导致的；,0,1,0,0,0,0,0,0
7948,1.1 参数核查 第一步核查已知参数 1：,0,0,0,1,0,0,0,0
